,College Name and Program,Country,CourseURL,Degree,Duration,Duration Unit,ECTS Credits,Experience_In Years,FeeAmount,FeeCurrency,FeeUnit,TOEFL IBT,desc,name
896,"['Faculty of Science', 'University of Bath']",United Kingdom,http://www.mastersportal.eu/studies/88791/physics-with-astrophysics.html,,48,months,,,19000,GBP,year,90,Gain in-depth specialist knowledge of how to apply physics to understand the origins and evolution of the universe.,Physics with Astrophysics
897,"['University of Glasgow', 'College of Science and Engineering']",United Kingdom,http://www.mastersportal.eu/studies/23697/astrophysics.html,msc,12,months,,,20150,GBP,year,90,The Masters in Astrophysics at University of Glasgow gives you an understanding of the principles and methods of modern astrophysics at a level appropriate for a professional physicist.,Astrophysics
898,['Howard University'],United States,http://www.mastersportal.eu/studies/163567/physics-and-astronomy.html,msc,36,months,,,15654,USD,semester,80,The mission of the Department of Physics and Astronomy at Howard University is to strive for a recognized level of national and international excellence in research and teaching in physics and to assure that students of African American descent and other underrepresented groups are given the opportunity to achieve their fullest potential in physics.,Physics and Astronomy
899,"['Polytechnic University of Turin', 'School of Information Engineering']",Italy,http://www.mastersportal.eu/studies/16168/physics-of-complex-systems.html,msc,24,months,120,,2600,EUR,year,,"The aim of the international MSc in Physics of Complex Systems offered by Polytechnic University of Turin is to train professionals and/or potential researchers to jointly apply knowledge and methodologies from modern physics, applied mathematics, information engineering and computational biology to the analysis, modelling and simulation of complex systems.",Physics of Complex Systems
900,['Victoria University of Wellington'],New Zealand,http://www.mastersportal.eu/studies/110051/physics.html,msc,8,months,,,34549,USD,year,90,Physics examines matter and energy in all their forms—from the kinetic energy of a speeding car to the nuclear energy released by fusion in the core of a star.,Physics
901,"['Faculty of Science', 'University of Amsterdam']",Netherlands,http://www.mastersportal.eu/studies/22131/physics-and-astronomy-advanced-matter-and-energy-physics.html,msc,24,months,120,,14630,EUR,year,90,The two-year track Advanced Matter and Energy Physics in the Master's programme Physics and Astronomy is among the best experimental physics programmes in the world.,Physics and Astronomy: Advanced Matter and Energy Physics
902,['Durham University'],United Kingdom,http://www.mastersportal.eu/studies/159683/biology-and-physics.html,msc,48,months,,,22000,GBP,year,92,This programme is dedicated to the endeavor of establishing bivalent experts by treating biology and physics equally in the process of learning. It encompasses Joint Honours degrees while also offering you the opportunity of designing your own BSc or MSci programme of study in science.,Biology and Physics
903,"['Wayne State University', 'College of Education']",United States,http://www.mastersportal.eu/studies/117446/teaching-secondary.html,ma,,,,,,,,79,The Master of Arts in Teaching (M.A.T.) degree is designed for individuals with  bachelor's degree in a science who seek to be certified to teach science in grades 6 - 12. Students in this program receive the Michigan Secondary Provisional Teaching Certification while earning credits toward the Master of Arts in Teaching Degree (M.A.T.),Teaching - Secondary (Science Education)
904,"['Eastern Michigan University', 'College of Education']",United States,http://www.mastersportal.eu/studies/143733/teaching-secondary-physics-or-physical-science.html,ma,24,months,,,1100,USD,credit,79,Master of Arts Teaching - Secondary Physics or Physical Science is offered by the Eastern Michigan University.,Teaching - Secondary Physics or Physical Science
905,"['Friedrich-Alexander-Universität Erlangen-Nürnberg, Faculty of Sciences', 'Friedrich-Alexander-Universität Erlangen-Nürnberg (Erlangen Campus)']",Germany,http://www.mastersportal.eu/studies/111089/physics.html,msc,24,months,120,,0,EUR,full,,The Department of Physics welcomes international students who wish to study Physics or Materials Physics in Erlangen. Beginning with the summer term 2015 studies being awarded with the Master of Science (MSc) in Physics or Materials Physics are in English.,Physics
906,['Northern Illinois University'],United States,http://www.mastersportal.eu/studies/63376/physics.html,msc,12,months,,,853,USD,credit,80,The Department of Physics makes special efforts to accommodate the needs of students such as employees of nearby industrial or government laboratories and teachers employed in the region who wish to gain M.S. degrees in physics on either a part-time or a full-time basis.,Physics
907,"['College of Science and Mathematics', 'California State University Northridge']",United States,http://www.mastersportal.eu/studies/119762/physics.html,msc,24,months,,,7866,USD,year,79,The M.S. program in Physics at California State University Northridge provides the student with an opportunity for advanced study in physics and to develop skills to do independent research. It prepares the student for the doctoral program in physics and related fields or for more technical jobs in research and development.,Physics
908,['Colorado State University'],United States,http://www.mastersportal.eu/studies/62010/physics.html,msc,24,months,,,26792,USD,year,100,"The Department of Physics offers programs in physics and applied physics which lead to the Master of Science. Our graduate students take part in active research, which gives them study opportunities at the forefront of physics.",Physics
909,['Swansea University'],United Kingdom,http://www.mastersportal.eu/studies/53684/by-research-laser-physics.html,msc,12,months,,,,,,,"Visit
  our website for more information on fees, scholarships, postgraduate loans
  and other funding options to study at Swansea University - 'Welsh University
  of the Year 2017' (Times and Sunday Times Good University Guide 2017).",By Research Laser Physics
910,"['Universität Münster', 'Graduate courses']",Germany,http://www.mastersportal.eu/studies/69543/physics.html,msc,24,months,,,0,EUR,year,,"This consecutive, research-oriented programme provides in-depth understanding of physical theories as well as extensive knowledge and practical experience of sophisticated methods used in technical experiments.",Physics
911,['University at Buffalo'],United States,http://www.mastersportal.eu/studies/102559/physics.html,msc,24,months,,,12252,USD,year,79,"Students choose Physics at UB because it combines excellence with diversity. By acquiring a rigorous foundation of basic knowledge and skills as well as hands-on research experience, our graduates are equipped with the necessary tools to embark in any career which values technical aptitude and analytical thinking, as well as the ability to adapt to changes.",Physics
912,"['University of Southampton', 'Optoelectronics Research Centre']",United Kingdom,http://www.mastersportal.eu/studies/134288/photonics.html,,30,months,,,21360,GBP,year,,"Photonics has changed the world in many extraordinary ways, from powering the internet, navigating airliners, correcting vision and protecting the environment. University of Southampton's world-leading research centre is a hive of activity with over 200 staff and students working on cutting-edge research to provide innovative solutions for real life problems in manufacturing, communication technology, defence, health care, renewable energy and the environment",Photonics
913,['Emporia State University'],United States,http://www.mastersportal.eu/studies/173262/physical-sciences.html,msc,24,months,,,15372,USD,year,,"Graduate study with concentrations in chemistry, earth science (including a fully online option), physics, and physical sciences (including teaching and non-teaching options) is offered within the Master of Science degree. ",Physical Sciences
914,['Southern Federal University'],Russia,http://www.mastersportal.eu/studies/165166/current-problems-in-physical-and-inorganic-chemistry.html,msc,,,40,,1424,USD,year,,"This programme has been created in order to accommodate the needs and requirements of the Chemistry domain, which is constantly reshaping.",Current Problems in Physical and Inorganic Chemistry
915,['Northwestern University'],United States,http://www.mastersportal.eu/studies/68431/engineering-sciences-and-applied-mathematics.html,msc,12,months,,,16808,USD,module,80,The MS program is designed for students who want a background in basic applied math skills but are not necessarily interested in pursuing PhD studies.,Engineering Sciences and Applied Mathematics
916,"['Materials', 'Loughborough University']",United Kingdom,http://www.mastersportal.eu/studies/20060/polymer-science-and-technology.html,msc,12,months,,,18950,GBP,year,100,"This programme provides professional training in polymer science and technology for graduates of science, engineering and technology subjects.",Polymer Science and Technology
917,['Kent State University'],United States,http://www.mastersportal.eu/studies/98918/chemical-physics.html,msc,,,,,19362,USD,year,75,"The Chemical Physics Interdisciplinary Program at Kent State University provides graduate students with extensive scientific training, cutting-edge research opportunities and engineering skills necessary for a variety of careers in the academy and in industry.",Chemical Physics (Liquid Crystal Engineering)
918,"['University of Innsbruck', 'Faculty of Mathematics, Computer Science and Physics']",Austria,http://www.mastersportal.eu/studies/19266/astromundus-astrophysics.html,msc,24,months,120,,9000,EUR,year,83,"AstroMundus is a 2-years Erasmus+: Erasmus Mundus Joint Master Degree course (120 ECTS) in Astronomy and Astrophysics offered by a Consortium of 5 partner Universities in Austria, Italy, Germany, and Serbia, with the participation of 4 associated research institutions.",AstroMundus - Astrophysics
919,['University of Siegen'],Germany,http://www.mastersportal.eu/studies/107630/physics.html,msc,24,months,120,,0,EUR,semester,72,"We are a modern, high-profile university with an international orientation. The University of Siegen is guided by the central principle: “Creating a humane future”.",Physics
920,['Imperial College London'],United Kingdom,http://www.mastersportal.eu/studies/83945/physics-with-a-year-in-europe.html,msc,48,months,240,,,,,,"All degree programmes offered by the Department of Physics lead to either a BSc or MSci degree and the Associateship of the Royal College of Science (ARCS). 
Our courses are accredited by the Institute of Physics and structured around a common core to ensure that all students have a good grounding in the fundamental aspects of physics, mathematics and experimental methods. 
The MSci programmes are designed for those wishing to study at a higher level or pursue a career as an academic or researcher.",Physics with a Year in Europe
921,['University of Nottingham'],United Kingdom,http://www.mastersportal.eu/studies/153026/gravity-particles-and-fields.html,msc,12,months,,,15140,GBP,year,,"The Gravity, Particles and Fields course at the University of Nottingham provides an introduction to the physical principles and mathematical techniques of current research in general relativity, quantum gravity, particle physics, quantum field theory, quantum information theory, cosmology and the early universe.","Gravity, Particles and Fields"
922,"[""Queen's University""]",Canada,http://www.mastersportal.eu/studies/119134/physics.html,msc,24,months,,,14633,CAD,year,88,"The Department of Physics at Queen's University is one of the leading Canadian research institutes in Physics, Engineering Physics and Astronomy.",Physics
923,"['San Diego State University', 'College of Sciences']",United States,http://www.mastersportal.eu/studies/127825/physics.html,msc,24,months,,,,,,80,"The SDSU Physics Department is distinguished by its favorable student-to-faculty ratio: upper division physics courses average less than 25 students, and graduate courses about 10 students. The department actively promotes close student-faculty contact; faculty members personally know most upper division and graduate students. Full-time faculty teach most of the undergraduate and graduate lectures and laboratory courses.",Physics
924,['Christopher Newport University'],United States,http://www.mastersportal.eu/studies/187497/applied-physics-and-computer-science-applied-physics.html,msc,24,months,,,1108,USD,credit,92,"The Department of Physics, Computer Science and Engineering (PCSE) is a dynamic place that is home to engineers and scientists who study and conduct research in a wide array of multidisciplinary science and high-tech fields.",Applied Physics and Computer Science - Applied physics
925,"['Faculty of Physics', 'Novosibirsk State University']",Russia,http://www.mastersportal.eu/studies/113955/quantum-optics-and-nanosciences.html,,24,months,,,5200,USD,year,50,"Quantum optical technologies and nanoscience is an emerging field in modern physics and engineering. It opens a way to a quantum revolution which will result from the development of novel devices, based on quantum effects of superposition and entanglement. This Quantum Optics and Nanosciences course is offered by Novosibirsk State University.",Quantum Optics and Nanosciences
926,['Leiden University'],Netherlands,http://www.mastersportal.eu/studies/69068/physics-research-in-physics-quantum-matter-and-optics.html,msc,24,months,120,,17800,EUR,year,90,This master's specialisation will start in September 2015. Until that time the courses of this master's programme can be followed in the specialisation Research in Experimental Physics.,"Physics: Research in Physics, Quantum Matter and Optics"
927,"['Engineering Sciences', 'University of Southampton']",United Kingdom,http://www.mastersportal.eu/studies/35535/race-car-aerodynamics.html,msc,12,months,60,,20550,GBP,year,92,"The MSc emphasises the fundamentals of aerodynamics as a subject by focusing on analysis, computation and measurement of turbulent flows associated with high performance race cars. It will suit graduates or similarly qualified individuals from engineering, scientific and mathematical backgrounds, with some experience of fluid dynamics who are aiming for advanced specialisation in aerodynamics.",Race Car Aerodynamics
928,"['Faculty of Science', 'University of Leuven']",Belgium,http://www.mastersportal.eu/studies/763/biophysics-biochemistry-and-biotechnology.html,msc,24,months,120,,906,EUR,year,94,"The Master of Biophysics, Biochemistry and Biotechnology is an international interdisciplinary study programme offered by the Faculty of Science and the Faculty of Medicine in collaboration with the Departments of Physics and Astronomy, Chemistry, Biology, the Medical Imaging Centre, and the Physiology Research Group.","Biophysics, Biochemistry and Biotechnology"
929,['Wright State University'],United States,http://www.mastersportal.eu/studies/128139/physics.html,msc,,,,,6360,USD,semester,,The Department of Physics offers two programs of graduate study leading either to the Master of Science or to the Master of Science in Teaching degree.,Physics
930,['University of Geneva'],Switzerland,http://www.mastersportal.eu/studies/12150/physics.html,msc,24,months,120,,458,EUR,semester,90,"The Master in Physics provides advanced training in physics. It includes specialisations in areas such as particle physics, condensed matter physics, theoretical physics, applied physics, astronomy and astrophysics. The programme and work placements give students the opportunity to work with prestigious institutions, including CERN, ESA and NASA.",Physics
931,['Ohio State University'],United States,http://www.mastersportal.eu/studies/72879/biophysics.html,msc,24,months,,,35627,USD,year,100,"The Biophysics Graduate Program trains students to understand biological systems using the theories and methods of quantitative life science. More exactly, biophysics training involves using physics and its related sciences of physical chemistry, electrical engineering, mathematics, and computer science to research basic biological questions.",Biophysics
932,['Swansea University'],United Kingdom,http://www.mastersportal.eu/studies/53663/by-research-cold-atoms-and-quantum-optics.html,msc,12,months,,,,,,,"Visit
  our website for more information on fees, scholarships, postgraduate loans
  and other funding options to study at Swansea University - 'Welsh University
  of the Year 2017' (Times and Sunday Times Good University Guide 2017).",By Research Cold Atoms and Quantum Optics
933,['University of Arizona'],United States,http://www.mastersportal.eu/studies/58670/optical-sciences.html,msc,30,months,,,1631,USD,credit,80,"The Master of Science in Optical Sciences program — offered on campus and online —  prepares students to enter challenging careers in the optics industry or to continue the pursuit of knowledge with doctoral degrees.
Its graduates become engineers, designers and technical managers. They work in hardware design, medical and biomedical technology, lasers and electro-optical systems, fiber optics and communications, measurements, manufacturing, and consumer technology.",Optical Sciences
934,['CUNY Brooklyn College'],United States,http://www.mastersportal.eu/studies/167444/physics.html,ma,,,,,,,,61,The study of physics provides a foundation in fundamental science and develops skill sets that are highly valued in virtually every profession.,Physics
935,"['University of Birmingham', 'School of Physics and Astronomy']",United Kingdom,http://www.mastersportal.eu/studies/2922/physics-and-technology-of-nuclear-reactors.html,msc,12,months,120,,19890,GBP,year,80,"The aim of this programme – which began in 1956 – is to provide the necessary background, both in breadth and in depth, for anyone wishing to enter the nuclear industry.",Physics and Technology of Nuclear Reactors
936,"['University of the Western Cape', 'Faculty of Community and Health Sciences']",South Africa,http://www.mastersportal.eu/studies/90765/biokinetics.html,ma,36,months,,,,,,,The University of the Western Cape has an explicit commitment to the development of historically disadvantaged communities in South Africa from which it draws most its students.  It aims to play a particular role in this development by making its education accessible to students from these communities.,Biokinetics
937,['University of Strathclyde'],United Kingdom,http://www.mastersportal.eu/studies/47761/physics-research.html,mphil,12,months,60,,18000,GBP,year,,"In the latest Research Excellence Framework (REF 2014), the Department of Physics is rated the number one department in the UK. That's ahead of Oxford, Cambridge and Imperial College.",Physics - Research
938,"['Faculty of Science', 'University of Bath']",United Kingdom,http://www.mastersportal.eu/studies/88856/mathematics-physics.html,msc,48,months,,,18500,GBP,year,,The aim of the BSc and MSci Mathematics and Physics degrees is for you to understand both the rigour and generality of mathematics and to comprehend its particular role in mathematizing empirical physical law to yield the analytical and predictive power of theoretical physics.,Mathematics & Physics
939,['Illinois Institute of Technology'],United States,http://www.mastersportal.eu/studies/122156/physics.html,msc,24,months,,,,,,70,"In the physics department, research is organized into small groups of faculty members, post-doctoral associates, graduate students and undergraduate students working closely on related projects.",Physics
940,['Northwestern University'],United States,http://www.mastersportal.eu/studies/68578/mechanical-engineering.html,msc,12,months,,,16808,USD,module,90,Northwestern's graduate students in mechanical engineering come from some of the most competitive institutions in the United States and around the world. Our graduate program emphasizes excellence in education and research. Our students are exceptionally well-prepared for academic and professional success and become leaders in their fields.,Mechanical Engineering
941,['Nagoya University'],Japan,http://www.mastersportal.eu/studies/68823/automotive-engineering.html,,12,months,,,4589,USD,year,80,"Automotive engineering combines topics from mechanical and electrical engineering to expand and create research areas related to automobiles that will improve the lives of world citizens and lead to an environmentally–friendly, sustainable mode of transportation.",Automotive Engineering
942,"['Department of Physics', 'Stockholm University']",Sweden,http://www.mastersportal.eu/studies/86/computational-physics.html,msc,24,months,120,,29415,EUR,full,90,"In the Master’s Programme in Computational Physics offered at Stockholm University you will learn how to translate a mathematical model of a physical phenomenon into a robust computer program and then how to analyse the results from your calculations.You will study courses in programming, mathematical and numerical methods and deepen your knowledge in physics.",Computational Physics
943,['The State University of New Jersey'],United States,http://www.mastersportal.eu/studies/65102/physics-applied.html,msc,24,months,,,29596,USD,year,,"The masters program in Applied Physics trains Master of Science students at an advanced level in aspects of experimental and theoretical applied physics. The program is designed to meet the demands of modern industry for young  researchers with a basic knowledge of quantum mechanics, statistical mechanics and electrodynamics that they can apply it to problems in laser spectroscopy, photonics, magnetic resonance and  surface physics.","Physics, Applied"
944,"['Lund University', 'Faculty of Science']",Sweden,http://www.mastersportal.eu/studies/38490/physics.html,msc,24,months,120,,29705,EUR,full,90,"Our Physics (Photonics Specialisation) programme from Lund University provides in-depth understanding of optics and laser technology, practical experience of optical design, practical experience in an optics and laser laboratory, and in-depth knowledge of some of the main photonics applications",Physics (Photonics Specialisation)
945,"['Faculty of Science', 'University of Bath']",United Kingdom,http://www.mastersportal.eu/studies/88847/mathematics-and-physics.html,msc,48,months,,,19000,GBP,year,90,"Master the logic, rigour and proof of mathematics alongside the universal principles of physics to prepare you for a wide range of careers.",Mathematics and Physics
946,['Universidad de Jaén'],Spain,http://www.mastersportal.eu/studies/77338/calculus-and-machine-testing.html,,12,months,5,,,,,,"The subject will organized in the following activities:
- Regular lectures. During this part of the subject the basic concepts of the subject will be developed in the form of short presentations.
- Lab tutorials: Some of the concepts presented during regular lectures will demonstrated with the aid of lab experiments and practical cases.
- General tutorials: Short seminars to review some of the most relevant aspects during the subject.
- Seminars: Short lecture about a relevant topic directly linked with the contents of the subject.",Calculus and Machine Testing
947,"['Faculty of Science and Engineering', 'University of Groningen']",Netherlands,http://www.mastersportal.eu/studies/722/astronomy.html,msc,24,months,120,,14200,EUR,year,92,"A Master's degree in Astronomy from the University of Groningen is a gateway into a wide world of science and technology. Students are trained by astronomers from the world-renowned Kapteyn Astronomical Institute, a centre leading on astronomical research on galaxy formation and evolution, cosmology, neutron stars and black holes.",Astronomy
948,['University of Texas Brownsville'],United States,http://www.mastersportal.eu/studies/169796/physics.html,msc,24,months,,,12480,USD,year,79,Two options are available for the degree plan leading to the Master of Science  (MS)  in  Physics: thesis  or  non-thesis;  and  the  candidate  must declare one of the options at the time of admission. Both options require 30 semester credit hours for successful completion.,Physics
949,['Nanjing University of Technology'],China,http://www.mastersportal.eu/studies/137121/materials-physics-and-chemistry.html,,36,months,,,3955,USD,year,79,The College of Materials Science and Engineering (MSE) at Nanjing Tech University originated from the Departments of Chemical Engineering at the former Central University and Jinling University dating back to more than one hundred years ago.,Materials Physics and Chemistry
950,['The City University of New York'],United States,http://www.mastersportal.eu/studies/127948/physician-assistant-studies.html,msc,,,,,5065,USD,semester,,"The programs in Health Science and Administration focuses on preparing professionals in the fields of teaching, research, and public service that promote the advancement of public health. Examples of the programs are Audiology, Community Health, Clinical Nurse Leader and many more. Degree options vary from MA, MS, PhD to advanced certificates.",Physician Assistant Studies
951,"['School of Physics and Astronomy', 'The University of Manchester']",United Kingdom,http://www.mastersportal.eu/studies/19494/nuclear-physics-msc-by-research.html,msc,12,months,,,23000,GBP,year,90,"The School of Physics and Astronomy at Manchester is one of the largest and most active schools of physics in the UK.  We have a long tradition of excellence in both teaching and research, and have interests in most areas of contemporary research.",Nuclear Physics MSc by Research
952,['Northumbria University'],United Kingdom,http://www.mastersportal.eu/studies/146708/physics.html,,48,months,,,,,,,"Physics is about understanding what’s around us, from the smallest particle to the far reaches of the universe. Physicists are problem solvers, future shapers, and at Northumbria we empower our Physics students to think creatively about how to tackle the challenges we put in front of them.",Physics
953,['Birmingham City University'],United Kingdom,http://www.mastersportal.eu/studies/161377/secondary-science-physics.html,postgradcert,12,months,,,12000,GBP,year,,"This course, which is based at our School of Education and Social Work, on our City South Campus, just outside of Birmingham City Centre, will allow you to work with experienced professionals in secondary education to gain a nationally-recognised qualification. The Secondary Science: Physics programme is offered at Birmingham City University.",Secondary Science: Physics
954,"['Department of Biochemistry and Biophysics', 'Stockholm University']",Sweden,http://www.mastersportal.eu/studies/76/molecular-biophysics.html,,24,months,120,,29550,EUR,full,90,Interested in a molecular view on the phenomena of life? Then you should consider the Stockholm University Master’s program in Molecular Biophysics. It provides a thorough education in experimental and theoretical approaches in the field of Biophysics.,Molecular Biophysics
955,"['Faculty of Science', 'University of Amsterdam']",Netherlands,http://www.mastersportal.eu/studies/59246/physics-and-astronomy-science-for-energy-and-sustainability.html,msc,24,months,120,,14630,EUR,year,92,"Science for Energy and Sustainability in the Master's programme Physics and Astronomy combines hard scientific research with the analysis of societal issues, business models and government regulation.",Physics and Astronomy: Science for Energy and Sustainability
956,"['University of California, Riverside']",United States,http://www.mastersportal.eu/studies/65857/physics.html,msc,,,,,,,,80,"The Department has a very active research program with 30 faculty and 122 graduate students. We have theoretical and experimental research programs in Astrophysics, Biophysics, Condensed Matter Physics, Cosmology, Fundamental Precision Measurements, High Energy Physics, Relativistic Heavy Ion and Nucleon Spin Physics, and Surface Physics.",Physics
957,['University of Colorado at Boulder'],United States,http://www.mastersportal.eu/studies/108308/physics.html,msc,24,months,,,31355,USD,year,89,"Students of physics study the physical world, asking what it is made of, what its attributes are and how all of its pieces function together. The focus of physics can range from tiny atoms to entire galaxies, and physicists investigate issues related to thermo-dynamics, relativity, quantum mechanics, mechanics and electronics.",Physics
958,['Cornell University'],United States,http://www.mastersportal.eu/studies/72005/engineering-physics.html,meng,12,months,,,52612,USD,year,77,"Graduate study in the field offers the opportunity to achieve proficiency in physics, mathematics, and applied science. Applied physics is particularly suitable for students preparing for a scientific career in an area of applied science based on principles and techniques of physics.",Engineering Physics
959,"['Cardiff University', 'Cardiff School of Physics and Astronomy']",United Kingdom,http://www.mastersportal.eu/studies/159120/physics.html,msc,12,months,,,,,,,"Taught topics reflect our research expertise in Quantum Physics, Photonics, Theoretical and Computational analysis, Sensors and Materials as well as Astrophysics.",Physics
960,"['Ecole normale supérieure (ENS)', 'Department of Physics - International Centre for Fundamental Physics']",France,http://www.mastersportal.eu/studies/34137/master-ens-icfp.html,,24,months,120,,300,EUR,year,,"At Ecole normale supérieure, recently ranked second worldwide among small Universities, the International Centre for Fundamental Physics and its Interfaces offers a two-year master’s program in Physics.",Master ENS-ICFP
961,"['Faculty of Environment School of Earth and Environment', 'University of Leeds', 'University of Leeds  Faculty of Environment']",United Kingdom,http://www.mastersportal.eu/studies/98976/exploration-geophysics.html,msc,12,months,,,,,,92,"This Exploration Geophysics course from the University of Leeds prepares you to embark on a career in resource exploration, environmental and engineering geophysics. Running for over 50 years it is well-established and has strong links to industry. It provides you with a broad range of practical skills, underpinned by a theoretical understanding that equips you to become a professional in your chosen field.",Exploration Geophysics
962,['Duke University'],United States,http://www.mastersportal.eu/studies/63466/medical-physics.html,msc,24,months,,,25740,USD,year,90,"The Medical Physics Graduate Program is an interdisciplinary program sponsored by five departments: radiology, radiation oncology, physics, biomedical engineering, and occupational and environmental safety (health physics). Four academic tracks are offered: diagnostic imaging physics, radiation oncology physics, nuclear medicine physics, and health physics.",Medical Physics
963,['University of Cape Town'],South Africa,http://www.mastersportal.eu/studies/68295/national-astrophysics-and-space-science-program.html,,24,months,,,,,,,"South Africa has a long history of excellence in astronomy, a sound high-tech infrastructure and clear skies. Researchers from around the region have joined forces to create a cooperative, combined graduate programme, hosted at the University of Cape Town where South African students and students from around Africa and the rest of the World can study under the guidance of some of South Africa's leading scientists. Two degree programmes are on offer:",National Astrophysics and Space Science Program
964,['University of Miami'],United States,http://www.mastersportal.eu/studies/121837/applied-marine-physics.html,msc,,,,,33300,EUR,year,80,Master of Science and Doctor of Philosophy degrees in applied marine physics are offered by the Applied Marine Physics Division of the Rosenstiel School of Marine and Atmospheric Science,Applied Marine Physics
965,['George Mason University'],United States,http://www.mastersportal.eu/studies/102198/applied-and-engineering-physics.html,msc,24,months,,,24170,USD,year,,This degree contains elements of traditional physics programs and the application of physics to a diversity of critical societal problems. The program is divided into three areas of emphasis. The standard emphasis is intended for students who may wish to pursue further graduate study in physics leading to a PhD degree in preparation for a career in basic research.,Applied and Engineering Physics
966,['Valparaiso University'],United States,http://www.mastersportal.eu/studies/184444/physician-assistant.html,msc,24,months,,,,,,80,"Physician assistants provide patient-centered medical care services while working under the supervision of a physician. They interpret X-rays and blood tests, examine patients, and treat a wide range of conditions. As highly trained health professionals, physician assistants are clinically and intellectually competent, committed to professional growth.",Physician Assistant
967,['Kyushu University'],Japan,http://www.mastersportal.eu/studies/67403/applied-quantum-physics-and-nuclear-engineering.html,,,,,,3930,EUR,year,,"Kyushu University was chosen as one of thirteen venues for the Global 30 (G30) Project, planned and funded by Japan's Ministry of Education, Culture, Sports, Science and Technology (MEXT). Here are some of the ways in which we seek to globalize the university in line with the MEXT initiative.",Applied Quantum Physics and Nuclear Engineering
968,"['Queen Mary University of London', 'Masters Programmes']",United Kingdom,http://www.mastersportal.eu/studies/8199/astrophysics.html,msc,12,months,,,17450,GBP,full,92,"The MSc in Astrophysics provides a detailed overview of the fundamentals of the subject as well as an up-to-date account of recent developments in research and is available to study full time (one year) or part time (2 years). The large range of taught modules, reflecting the breadth of research interests within the School, enable you to develop your learning along any number of specialist routes.",Astrophysics
969,['Texas A&M University'],United States,http://www.mastersportal.eu/studies/98530/health-physics.html,msc,,,,,14544,USD,year,80,"Health physics is the profession devoted to protection from potential radiation hazards, while making it possible to enjoy the benefits of the peaceful use of the atom.",Health Physics
970,"['College of Pharmacy and Health Sciences', 'Wayne State University']",United States,http://www.mastersportal.eu/studies/120334/physician-assistant-studies.html,msc,24,months,,,,,,100,The mission of the Wayne State University Physician Assistant Studies program is to develop highly competent and passionate physician assistants who are deeply committed to the practice of medicine in a range of urban and underserved health care settings. The program exemplifies excellence and innovation in health care delivery and service to the community.,Physician Assistant Studies
971,"['Cranfield University', 'Aerospace']",United Kingdom,http://www.mastersportal.eu/studies/79183/autonomous-vehicle-dynamics-and-control.html,msc,12,months,,,,,,92,"In light of this expanding industry, this unique MSc in Autonomous Vehicle Dynamics and Control (PgCert/ PgDip) from Cranfield University will equip graduates and engineering professionals with the fundamental knowledge and enabling skills required to develop a successful career. Cranfield University is unique in that it offers an MSc which covers a wide application within the autonomous vehicle industry.",Autonomous Vehicle Dynamics and Control (PgCert/ PgDip)
972,"['Faculty of Mathematics and Natural Sciences', 'University of Rostock']",Germany,http://www.mastersportal.eu/studies/84576/physik.html,msc,24,months,120,,0,EUR,year,,"The program extents and deepens the knowledge and the methodological skills in physics obtained in a physics bachelor program. It provides the competences to use and apply physical principles, concepts and knowledge at the interface of life sciences, natural science and engineering.",Physik (Master of Science)
973,['University of Alaska Fairbanks'],United States,http://www.mastersportal.eu/studies/130055/physics.html,msc,,,,,649,USD,module,,"Advanced study at the graduate level is offered in various areas of physics and applied physics, including many of the research specialties found at the UAF’s Geophysical Institute. Faculty and student research programs currently emphasize space physics, infrasonics, complex dynamics of nonlinear systems, ice physics and condensed matter physics.",Physics
974,['University of Toledo'],United States,http://www.mastersportal.eu/studies/132060/physics.html,msc,,,,,29548,USD,year,80,"Physicists try to understand the laws of nature, the structure of matter and the behavior of the physical processes. They try to find the keys to the universe's secrets. Physics is the basis for the other sciences and modern technology. It is responsible for solar power, microelectronics, lasers, optical communications and nuclear energy.",Physics
975,"['Brunel University London', 'Brunel University London', 'College of Business, Arts and Social Sciences']",United Kingdom,http://www.mastersportal.eu/studies/59758/pgcert-secondary-education-with-recommendation-for-qts.html,postgradcert,12,months,,,14100,GBP,year,,"This new course has resulted from an initiative by the professional body for physics, the Institute of Physics, in response to current and future needs for specialist physics teachers in secondary schools who may wish to offer mathematics as a second subject. The PGCert is a full time, one year, postgraduate course, carrying 60 Masters Level credits.",PGCert Secondary Education (Physics with Mathematics) with Recommendation for QTS
976,['Sheffield Hallam University'],United Kingdom,http://www.mastersportal.eu/studies/91473/secondary-science.html,postgradcert,12,months,,,13250,GBP,year,,"Gain qualified teacher status (QTS) as a teacher of physics. Through study and teaching placements, you develop the skills, knowledge and enthusiasm needed to teach pupils with a range of abilities in both secondary school and college settings. Job prospects for qualified physics teachers are good because it is a priority subject, you may be eligible for a £30,000 bursary to train.",Secondary Science (Physics)
977,"['Faculty of Engineering and Architecture', 'Ghent University']",Belgium,http://www.mastersportal.eu/studies/8678/photonics.html,msc,24,months,120,,890,EUR,year,87,The European MSc. in Photonics is an English taught interuniversity programme of two years (120 ECTS) which leads to a joint degree from Ghent University and Vrije Universiteit Brussel.,Photonics
